Image,Class,W400,W410,W420,W430,W440,W450,W460,W470,W480,W490,W500,W510,W520,W530,W540,W550,W560,W570,W580,W590,W600,W610,W620,W630,W640,W650,W660,W670,W680,W690,W700
actinic_keratosis_aug_157.mat,actinic_keratosis,0.39751336,0.4413364,0.43665773,0.4105181,0.3845249,0.37346342,0.37834978,0.3762824,0.37072897,0.4125842,0.44357508,0.49870273,0.5262574,0.5698649,0.5954886,0.60413826,0.62248343,0.66120476,0.6821771,0.7350548,0.7597374,0.784355,0.80629885,0.73176986,0.6694627,0.6689284,0.6782339,0.6752488,0.7270031,0.7633365,0.77311516
actinic_keratosis_aug_158.mat,actinic_keratosis,0.3723582,0.41717556,0.42806074,0.40552375,0.37407058,0.3622985,0.36946264,0.3759927,0.37534827,0.4230908,0.46160358,0.5129683,0.5444423,0.58574456,0.61452997,0.6173189,0.62398446,0.6754383,0.7073898,0.742684,0.7639597,0.7929074,0.8139072,0.731507,0.66951644,0.6829005,0.70945996,0.721521,0.79069287,0.8461436,0.8705388
actinic_keratosis_aug_159.mat,actinic_keratosis,0.5095979,0.51394415,0.50326097,0.47259748,0.42442802,0.38397375,0.3729089,0.38745505,0.41327056,0.45161697,0.48061237,0.517837,0.5457449,0.5825407,0.609035,0.60006285,0.58597845,0.5790136,0.5625776,0.67781675,0.75796413,0.8030588,0.8494023,0.84811884,0.82980084,0.81338954,0.8237051,0.82274395,0.84881437,0.8353019,0.8610759
actinic_keratosis_aug_16.mat,actinic_keratosis,0.39608496,0.43341717,0.43269897,0.40898564,0.37451303,0.35163513,0.3541955,0.36204886,0.3706173,0.41399336,0.43889084,0.49363044,0.52841973,0.5791167,0.6085668,0.6179168,0.63761234,0.6679063,0.6688502,0.72824514,0.7439878,0.7586685,0.77140784,0.70872945,0.65065265,0.6418036,0.6567916,0.67466587,0.7273553,0.7552609,0.77622104
actinic_keratosis_aug_160.mat,actinic_keratosis,0.3952407,0.43431872,0.42953917,0.4051255,0.37449062,0.35610378,0.35891372,0.36189768,0.3690767,0.4088387,0.43302834,0.48866367,0.5196376,0.56741506,0.59288853,0.6020152,0.62404794,0.6531099,0.6572198,0.71756494,0.7369909,0.75368416,0.7700748,0.7070643,0.6505678,0.64447355,0.6570903,0.6694492,0.71971965,0.7478352,0.7582079
actinic_keratosis_aug_161.mat,actinic_keratosis,0.20457561,0.24322782,0.22057895,0.20441616,0.17234741,0.15843716,0.16684371,0.1745078,0.21864781,0.23969226,0.22916786,0.27450344,0.26972523,0.30126154,0.3051572,0.31582665,0.32184407,0.3214889,0.3261385,0.45538196,0.5341804,0.6137046,0.689106,0.6950047,0.6886832,0.66719824,0.6457148,0.7318228,0.73078054,0.71757007,0.670776
actinic_keratosis_aug_162.mat,actinic_keratosis,0.25119722,0.31390962,0.32392287,0.31829575,0.30451453,0.3135798,0.34542084,0.3594701,0.39072752,0.41690093,0.42643514,0.47426572,0.4866868,0.5409365,0.5727763,0.5976135,0.6149164,0.6873202,0.74275357,0.78115976,0.79223055,0.8472581,0.8885216,0.8078068,0.74911654,0.7659321,0.78191423,0.7967636,0.8345116,0.858748,0.8377937
actinic_keratosis_aug_163.mat,actinic_keratosis,0.31404346,0.35092637,0.32076508,0.29631868,0.26492536,0.24711663,0.25151142,0.2527393,0.28008682,0.30754092,0.30427608,0.3585258,0.36571386,0.4040626,0.41289338,0.42881885,0.44819123,0.44520205,0.4344438,0.5406423,0.58441997,0.6207561,0.66158795,0.6408701,0.6091806,0.5796798,0.55363387,0.60503304,0.6122206,0.6104402,0.58545494
actinic_keratosis_aug_164.mat,actinic_keratosis,0.437079,0.48406798,0.5025025,0.48035756,0.45571423,0.449727,0.4633573,0.47169387,0.4388669,0.5037123,0.56833273,0.61577195,0.6576154,0.7140669,0.7695503,0.77496886,0.7739365,0.83965576,0.8972685,0.93187255,0.9784348,1.0278243,1.0567822,0.9502327,0.8726801,0.8802753,0.8804173,0.82533705,0.88829076,0.9537874,0.9864313
actinic_keratosis_aug_165.mat,actinic_keratosis,0.17048088,0.21438633,0.19707559,0.19069873,0.17566793,0.16611017,0.18630102,0.19869591,0.2442133,0.25202343,0.23500828,0.2609497,0.23506998,0.26059735,0.26629025,0.27857777,0.28485152,0.30430856,0.34173524,0.43306828,0.49335077,0.5726604,0.6461288,0.625628,0.60683227,0.6053623,0.58664036,0.5955381,0.5893607,0.5717135,0.5045307
actinic_keratosis_aug_166.mat,actinic_keratosis,0.3339782,0.37627286,0.375869,0.3551856,0.32542625,0.31497118,0.3249536,0.33102417,0.34132037,0.3731296,0.39222273,0.42410618,0.42443746,0.45315647,0.47102067,0.47485027,0.48475146,0.53365314,0.58404994,0.65308577,0.70753974,0.7719042,0.82503486,0.77096844,0.73187083,0.74432266,0.7547513,0.75942916,0.7920308,0.8150955,0.79295963
actinic_keratosis_aug_167.mat,actinic_keratosis,0.32853198,0.37615818,0.3790755,0.36341098,0.3446555,0.3398065,0.35309047,0.35638618,0.36769858,0.40018132,0.42376295,0.47430873,0.49400654,0.537336,0.5605355,0.56945,0.58515465,0.6308074,0.6604418,0.70584005,0.7274544,0.762537,0.79155076,0.71669143,0.657298,0.66613287,0.68076885,0.67607325,0.7309311,0.77239454,0.7818674
actinic_keratosis_aug_168.mat,actinic_keratosis,0.48642072,0.493637,0.45222205,0.41640913,0.36203462,0.31933728,0.30185026,0.30667558,0.34479368,0.3764066,0.37252036,0.42685878,0.45160964,0.49997902,0.5193153,0.5333447,0.54817075,0.5117349,0.4606108,0.6496007,0.74489313,0.7889772,0.8378506,0.8698415,0.8578378,0.78759533,0.750851,0.8261162,0.8083101,0.7542301,0.7435078
actinic_keratosis_aug_169.mat,actinic_keratosis,0.13651422,0.18452582,0.1590077,0.15538995,0.13453068,0.13144971,0.15168588,0.16120602,0.21901718,0.22844543,0.19620906,0.23830765,0.21798308,0.24844113,0.24646077,0.26404408,0.26198253,0.27055216,0.28717673,0.42159224,0.4968529,0.5921259,0.679089,0.6825044,0.674261,0.649191,0.61006117,0.71271825,0.6953959,0.67127633,0.59643877
actinic_keratosis_aug_17.mat,actinic_keratosis,0.3335716,0.37563458,0.36383823,0.34474754,0.32557827,0.31293476,0.32161132,0.32095942,0.32825145,0.35977745,0.37536964,0.42648277,0.44038168,0.48105058,0.49935746,0.51050663,0.52852666,0.5568112,0.5693896,0.6314922,0.65635526,0.6836119,0.7125857,0.6539019,0.60176086,0.5990775,0.5985212,0.5936269,0.63475055,0.6593281,0.6559322
actinic_keratosis_aug_170.mat,actinic_keratosis,0.3389377,0.37941468,0.37282225,0.3552392,0.33535913,0.32315195,0.3316483,0.33477017,0.3448689,0.3759601,0.39399427,0.44149077,0.45933664,0.50180465,0.52488136,0.5355092,0.55176824,0.58312094,0.6003085,0.6596786,0.6849599,0.7133232,0.7394957,0.6798412,0.62662846,0.6209694,0.62363344,0.6142161,0.6493755,0.66568464,0.66225535
actinic_keratosis_aug_171.mat,actinic_keratosis,0.2633515,0.31063744,0.28008634,0.26298463,0.23259701,0.22620906,0.24088098,0.2485063,0.30022424,0.3209934,0.29929677,0.3567703,0.35698733,0.39744866,0.39810058,0.42089847,0.44543517,0.43742073,0.4210709,0.5539166,0.6048028,0.6612305,0.7179042,0.7134212,0.69051766,0.6516245,0.6154833,0.7143382,0.70107317,0.67382544,0.6169941
actinic_keratosis_aug_172.mat,actinic_keratosis,0.30068475,0.34363404,0.34337184,0.33704135,0.3243319,0.32954937,0.34984034,0.35854927,0.3803877,0.3998495,0.40710416,0.43915707,0.44029745,0.47360238,0.4908003,0.50250614,0.52386993,0.550036,0.58497524,0.6464565,0.68648523,0.743511,0.7884435,0.7362948,0.6964183,0.6916632,0.6720406,0.6624177,0.66626984,0.6745174,0.63752294
actinic_keratosis_aug_173.mat,actinic_keratosis,0.5287184,0.5308788,0.4972365,0.46345678,0.40712944,0.36316872,0.34546894,0.35505232,0.39997897,0.43173945,0.43790653,0.4890169,0.5191079,0.5651898,0.59371156,0.6049318,0.59286356,0.5729379,0.53831106,0.70512533,0.7994743,0.8434366,0.892848,0.9143291,0.903912,0.8569779,0.8412268,0.9148812,0.91675794,0.88069326,0.8852177
actinic_keratosis_aug_174.mat,actinic_keratosis,0.5080558,0.52841413,0.4811996,0.43925723,0.38644248,0.36033654,0.35158172,0.35573605,0.39925343,0.43042395,0.42678377,0.49336752,0.52958953,0.583303,0.5940515,0.6057963,0.60902256,0.5718301,0.5000825,0.6853606,0.7681921,0.8058631,0.8510058,0.8814373,0.8614583,0.79027754,0.7481105,0.8255358,0.8064652,0.74187994,0.73302984
actinic_keratosis_aug_175.mat,actinic_keratosis,0.3856962,0.42400786,0.4192803,0.39539585,0.36290976,0.34068424,0.3427974,0.34842902,0.3623668,0.40158418,0.4247316,0.4819271,0.51420677,0.56402546,0.590927,0.6013613,0.62216616,0.64849883,0.6491951,0.7087566,0.7251949,0.7380903,0.75181264,0.68876743,0.63145316,0.62410665,0.6382622,0.6561167,0.7105091,0.7419569,0.7585872
actinic_keratosis_aug_176.mat,actinic_keratosis,0.34533647,0.39118505,0.39606774,0.37967694,0.35943052,0.3536662,0.36590895,0.36960718,0.37575468,0.41116935,0.43848217,0.48789537,0.51059884,0.555488,0.5828808,0.59194136,0.6086226,0.6534953,0.68466187,0.7290103,0.7533186,0.7895089,0.81817013,0.7416116,0.68213195,0.6897559,0.7022827,0.6944898,0.7484959,0.79317045,0.8065685
actinic_keratosis_aug_177.mat,actinic_keratosis,0.42544118,0.46808913,0.46253893,0.43538433,0.40511498,0.38446632,0.38991728,0.3943992,0.4026165,0.4446846,0.4739929,0.53565985,0.5724866,0.6314016,0.66401345,0.67645997,0.7012055,0.7334286,0.73470527,0.79215306,0.8069135,0.8206109,0.83510286,0.76144344,0.6940549,0.6891548,0.7029781,0.6922813,0.7541907,0.79013586,0.81913275
actinic_keratosis_aug_178.mat,actinic_keratosis,0.4115463,0.44922686,0.41789514,0.38603586,0.34958202,0.32917008,0.3308771,0.33285853,0.3520653,0.38985044,0.39535868,0.45847738,0.48187912,0.53076214,0.544675,0.5591393,0.5797625,0.5703663,0.5369256,0.6608611,0.70788145,0.7360406,0.7702599,0.75072706,0.70898336,0.665929,0.6371246,0.6771041,0.6849416,0.66329426,0.64755845
actinic_keratosis_aug_179.mat,actinic_keratosis,0.4014503,0.4385287,0.42026484,0.38983107,0.35723677,0.3346209,0.33570498,0.3348383,0.3354851,0.37559825,0.39535776,0.44940138,0.47159645,0.5188878,0.54206073,0.55325526,0.57092047,0.5945226,0.5938073,0.68225884,0.721806,0.7518008,0.782456,0.73531157,0.6832878,0.66622597,0.6593973,0.6607209,0.6983096,0.71363217,0.72370064
actinic_keratosis_aug_18.mat,actinic_keratosis,0.43362892,0.4661419,0.43547544,0.40113962,0.3643927,0.34309798,0.34023905,0.33760485,0.3523656,0.38615915,0.39469865,0.45459265,0.47905704,0.52575314,0.54026055,0.55448496,0.58507365,0.5801479,0.55390763,0.6626051,0.70068806,0.7180666,0.7421025,0.7135855,0.6693026,0.63288873,0.6138939,0.64400184,0.66002965,0.6556311,0.6515211
actinic_keratosis_aug_180.mat,actinic_keratosis,0.2292236,0.28293943,0.31395516,0.31522858,0.30518776,0.3205169,0.34699342,0.35594973,0.36211166,0.3956534,0.423494,0.46186963,0.47672805,0.51650065,0.5500172,0.5619441,0.57402074,0.64481765,0.71850264,0.7314051,0.752986,0.81255496,0.84961253,0.7514599,0.6909242,0.71610594,0.7315113,0.7410177,0.79747003,0.86771154,0.87519073
actinic_keratosis_aug_181.mat,actinic_keratosis,0.37522453,0.40939325,0.38237503,0.35315686,0.3172054,0.2947847,0.2938863,0.29328176,0.30810753,0.3417204,0.34679988,0.40004167,0.41517147,0.4586196,0.47507912,0.48934647,0.5077759,0.5163138,0.508729,0.62130517,0.67138624,0.7083222,0.74528784,0.71756685,0.6764999,0.64266413,0.62001026,0.65607214,0.66850847,0.66471744,0.65363437
actinic_keratosis_aug_182.mat,actinic_keratosis,0.2247212,0.26799998,0.25507933,0.2475894,0.24070188,0.24077769,0.25732073,0.2585328,0.2822286,0.29861987,0.29770383,0.33814198,0.33257577,0.35858127,0.36404017,0.3737143,0.38569084,0.40446237,0.42738935,0.49108404,0.5230147,0.5619467,0.6022293,0.5566815,0.5189328,0.5170691,0.505267,0.50784945,0.5216922,0.5180392,0.4628429
actinic_keratosis_aug_183.mat,actinic_keratosis,0.5494046,0.5620361,0.5202688,0.48125166,0.4261752,0.38857576,0.37468958,0.38258243,0.42460963,0.46148148,0.46355662,0.5268798,0.56360424,0.61744016,0.63827693,0.65242875,0.66233456,0.6275857,0.5673976,0.7614952,0.8541667,0.8909041,0.93483514,0.9631882,0.9447602,0.8723861,0.8401781,0.9166553,0.8991427,0.8279184,0.81019104
actinic_keratosis_aug_184.mat,actinic_keratosis,0.46260512,0.46499974,0.4475129,0.41712216,0.36596623,0.3235167,0.30801848,0.31738687,0.34508738,0.37640908,0.39362574,0.42454222,0.4392219,0.47322404,0.4979474,0.4939915,0.48570132,0.48405102,0.48135978,0.6291683,0.7356637,0.8019737,0.8632683,0.87599754,0.8666539,0.8378302,0.83290327,0.85254097,0.8615839,0.8413864,0.85078615
actinic_keratosis_aug_185.mat,actinic_keratosis,0.4832572,0.47967198,0.43699566,0.4039069,0.33864793,0.28167728,0.25833666,0.2718162,0.33559513,0.36333543,0.3511792,0.40393454,0.4275671,0.4800208,0.509193,0.53229076,0.5412592,0.503325,0.4555946,0.66315764,0.7697533,0.8156874,0.8661546,0.9081133,0.9040756,0.83032346,0.79953796,0.9143663,0.9021242,0.8537606,0.8519281
actinic_keratosis_aug_186.mat,actinic_keratosis,0.21160498,0.2659089,0.2719532,0.2739651,0.2676788,0.28589213,0.32027215,0.3336358,0.37075388,0.3825522,0.381246,0.4115056,0.40364286,0.44037592,0.4597483,0.47901973,0.49871054,0.5457783,0.60549164,0.66616756,0.7105092,0.79119873,0.85507476,0.80179924,0.7690834,0.7797143,0.76679856,0.77338797,0.77548105,0.782038,0.72246295
actinic_keratosis_aug_187.mat,actinic_keratosis,0.5302702,0.54151404,0.51961595,0.48349088,0.43305188,0.39454013,0.38406038,0.3955563,0.4221521,0.46176985,0.48449942,0.53071743,0.56046456,0.6025669,0.6244228,0.6203745,0.6107219,0.59879833,0.5671293,0.70196164,0.7817823,0.8254058,0.87216914,0.87669766,0.8540186,0.82289314,0.81922215,0.8319278,0.8474484,0.81870717,0.8360145
actinic_keratosis_aug_188.mat,actinic_keratosis,0.40847847,0.43887424,0.40862677,0.3774815,0.34049946,0.31652984,0.31299543,0.31267086,0.32811907,0.36336887,0.36937758,0.42597187,0.4463304,0.4893508,0.5035532,0.5162358,0.5362296,0.5298737,0.5057704,0.62138486,0.66729885,0.6915558,0.7206337,0.6984008,0.65778196,0.6167565,0.59203553,0.63018847,0.6393367,0.62805367,0.6188715
actinic_keratosis_aug_189.mat,actinic_keratosis,0.23911643,0.28008002,0.24628517,0.23275594,0.21014167,0.19794022,0.20931135,0.21129452,0.24845938,0.27437913,0.25679556,0.31846407,0.3200508,0.3613201,0.37075686,0.39869654,0.41730636,0.40910274,0.39607686,0.50257295,0.5339426,0.5657924,0.60509056,0.5830401,0.55058575,0.51381683,0.47278848,0.55706364,0.5540406,0.54988253,0.5086044
actinic_keratosis_aug_19.mat,actinic_keratosis,0.34156707,0.38522586,0.37911183,0.35764,0.33232337,0.31904033,0.3282797,0.33070272,0.33425468,0.3705957,0.39228162,0.43621966,0.44640642,0.48835903,0.5148487,0.5259458,0.53769976,0.58402735,0.62170583,0.6949695,0.74277055,0.79524684,0.83852106,0.7756936,0.72162086,0.719809,0.7173699,0.70501673,0.74256176,0.7689108,0.7664002
actinic_keratosis_aug_190.mat,actinic_keratosis,0.36014646,0.40500355,0.39442617,0.37010393,0.33894068,0.32608598,0.33546662,0.34103143,0.36454114,0.3967558,0.40911493,0.46366554,0.48240852,0.52572054,0.54108495,0.5531879,0.5782865,0.60251063,0.6072786,0.6735786,0.6928244,0.7192232,0.7476519,0.69457036,0.64665556,0.6452852,0.6562322,0.6863332,0.72761214,0.7485007,0.7435581
actinic_keratosis_aug_191.mat,actinic_keratosis,0.33688632,0.3853431,0.37447375,0.35641822,0.3369802,0.33207905,0.34810013,0.35313657,0.37938845,0.4044493,0.41309702,0.4665365,0.48189765,0.5287605,0.5461405,0.56184286,0.5880587,0.6174843,0.62914,0.69429433,0.7129238,0.7421617,0.77157265,0.71265423,0.65888065,0.654962,0.6579937,0.66145486,0.69563144,0.70939654,0.6981953
actinic_keratosis_aug_192.mat,actinic_keratosis,0.19124593,0.23819304,0.22589241,0.21813789,0.20075521,0.19595414,0.21774286,0.23095605,0.2769038,0.2880737,0.2747884,0.3026194,0.27945724,0.3023574,0.30201736,0.30928904,0.3207774,0.33955586,0.37368152,0.46190915,0.5178884,0.596562,0.6691468,0.64755607,0.6291188,0.6325414,0.62408274,0.6444181,0.6415437,0.61966157,0.5455606
actinic_keratosis_aug_193.mat,actinic_keratosis,0.44204956,0.4825131,0.46733743,0.43315342,0.39596567,0.36793804,0.36836728,0.37181345,0.3772717,0.42354766,0.45250615,0.5166054,0.5517603,0.60729235,0.6370758,0.6502404,0.6715972,0.6926056,0.6836158,0.7557058,0.7789177,0.7914468,0.8090606,0.74682647,0.6839458,0.6717332,0.6770518,0.67740756,0.73612535,0.7691954,0.8014324
actinic_keratosis_aug_194.mat,actinic_keratosis,0.316439,0.37801373,0.3888282,0.37664786,0.3610167,0.35982305,0.38432008,0.39384854,0.40911803,0.44903666,0.47980177,0.54022956,0.56794244,0.63022053,0.6702128,0.6896939,0.7027444,0.7724196,0.8174096,0.84315306,0.8495934,0.88859475,0.9189313,0.81927246,0.74540585,0.76730865,0.7916091,0.7802253,0.85129803,0.9063664,0.92200625
actinic_keratosis_aug_195.mat,actinic_keratosis,0.26231605,0.31229866,0.29581037,0.28278682,0.26687032,0.26092002,0.28049463,0.2883183,0.32375005,0.3431885,0.33883876,0.3881959,0.39157128,0.43259567,0.44556123,0.4648673,0.48273554,0.5110496,0.526016,0.58946294,0.60291815,0.6317141,0.6638237,0.6128644,0.5669318,0.56287426,0.5595809,0.5760295,0.5961519,0.59476525,0.5561262
actinic_keratosis_aug_196.mat,actinic_keratosis,0.5270446,0.53500766,0.5144128,0.48122394,0.4310976,0.39334315,0.38344303,0.39770487,0.4322037,0.46877536,0.4909949,0.53266877,0.5592634,0.6007572,0.625572,0.62310636,0.6114681,0.60113174,0.57816195,0.7259298,0.8214372,0.8764432,0.9319492,0.94497675,0.93026805,0.8987057,0.89424086,0.9089156,0.91573155,0.87625897,0.8805913
actinic_keratosis_aug_197.mat,actinic_keratosis,0.34076247,0.38469955,0.3856645,0.36731753,0.34399566,0.33369097,0.34303692,0.346831,0.35657656,0.39098713,0.41425094,0.4640369,0.4853123,0.52734685,0.5506048,0.559052,0.5764277,0.61533093,0.6387814,0.68692094,0.70867217,0.73914933,0.765827,0.6968157,0.6418517,0.6483408,0.66393876,0.6674509,0.72015065,0.7578161,0.7658871
actinic_keratosis_aug_198.mat,actinic_keratosis,0.39212275,0.45255178,0.45727283,0.44572413,0.4321719,0.43794462,0.47166196,0.49418637,0.51202434,0.55735826,0.5788479,0.6319919,0.66265464,0.73291314,0.7745439,0.79750687,0.8131114,0.8636381,0.88750845,0.97353894,1.0089825,1.0726669,1.1219553,1.0649099,1.0032383,0.9885451,0.98652333,0.9641712,0.96779794,0.91453993,0.8749235
actinic_keratosis_aug_199.mat,actinic_keratosis,0.45335788,0.47712663,0.43967414,0.4068383,0.35374203,0.31955302,0.31188256,0.3176974,0.35877392,0.39285424,0.3814588,0.44236317,0.46300426,0.5183181,0.53438497,0.557886,0.5934964,0.57067215,0.5230713,0.6909719,0.7531445,0.79150337,0.8307027,0.83774406,0.8079787,0.7411053,0.70157796,0.79436415,0.7834398,0.7510014,0.73760474
actinic_keratosis_aug_2.mat,actinic_keratosis,0.17863984,0.23527744,0.23126051,0.23072591,0.226369,0.235283,0.2662285,0.27548453,0.32474932,0.3344372,0.32938686,0.3758002,0.36999005,0.41117606,0.4271502,0.4501006,0.46768022,0.5096579,0.5532888,0.6009171,0.61967987,0.6700577,0.7174693,0.6542022,0.6106686,0.62630033,0.6283376,0.64114946,0.6695181,0.69016886,0.64616513
actinic_keratosis_aug_20.mat,actinic_keratosis,0.3174703,0.37147626,0.37848127,0.36374187,0.34370533,0.35006782,0.37176156,0.37822977,0.3946832,0.42251304,0.44149977,0.4808881,0.48587084,0.5184027,0.5340721,0.54155785,0.5592768,0.6141146,0.6668637,0.70506454,0.73272055,0.7895232,0.8363105,0.7628397,0.715524,0.74300003,0.7623768,0.7690099,0.8133661,0.85390663,0.83404845
actinic_keratosis_aug_200.mat,actinic_keratosis,0.42667645,0.45901027,0.41168243,0.3768454,0.33536592,0.30901682,0.3086238,0.31243804,0.35017195,0.38212013,0.36911437,0.44298023,0.4765443,0.5417851,0.55544597,0.57628554,0.5889749,0.55521566,0.4756414,0.6445702,0.69885707,0.7278843,0.7661976,0.7789849,0.7409189,0.66694397,0.6160253,0.6774327,0.6675888,0.6068682,0.6075669
actinic_keratosis_aug_201.mat,actinic_keratosis,0.16966033,0.227148,0.20871194,0.20538956,0.19758575,0.20132504,0.23216504,0.24321975,0.30244446,0.3129966,0.29506993,0.34957638,0.34164828,0.38351426,0.3935873,0.42225182,0.4417887,0.46114817,0.48071465,0.54380566,0.55533594,0.59256965,0.63677484,0.5896819,0.55306864,0.5547886,0.5448271,0.58793116,0.6001187,0.5988959,0.53279066
actinic_keratosis_aug_202.mat,actinic_keratosis,0.3671325,0.41076675,0.40834856,0.38772497,0.36287484,0.35399488,0.36418363,0.36799768,0.38085544,0.41378137,0.434323,0.48532015,0.50784284,0.5526577,0.5744936,0.5841071,0.6080098,0.6429562,0.65936303,0.7158006,0.7382911,0.76754963,0.7937472,0.7292468,0.6752106,0.6778469,0.6902524,0.6930199,0.7405406,0.7719233,0.77715147
actinic_keratosis_aug_203.mat,actinic_keratosis,0.4459356,0.4504984,0.42863923,0.3983722,0.34656328,0.30298594,0.28672636,0.29526222,0.32388243,0.35589373,0.3679492,0.40243784,0.4162037,0.44924712,0.47233212,0.47326466,0.468321,0.46288145,0.4571679,0.60620725,0.70674896,0.7659288,0.8233177,0.83670384,0.8282645,0.79545563,0.7873813,0.8294814,0.8355928,0.8131559,0.81162494
actinic_keratosis_aug_204.mat,actinic_keratosis,0.41105527,0.4620091,0.47414726,0.45170826,0.42477706,0.412089,0.4233068,0.43002665,0.42279893,0.4767163,0.52481294,0.58510524,0.6257994,0.68250394,0.72468585,0.734088,0.74466103,0.8040549,0.8380079,0.8621371,0.8738487,0.89638585,0.91137254,0.8066771,0.72783875,0.74287826,0.76682866,0.7500908,0.834046,0.9060894,0.94670045
actinic_keratosis_aug_205.mat,actinic_keratosis,0.5300494,0.54039484,0.4946522,0.45837563,0.39877632,0.36184597,0.34945235,0.3625035,0.42967406,0.45657983,0.44953528,0.5114515,0.5440025,0.5923759,0.61260104,0.6302721,0.6157797,0.58343744,0.530216,0.70344174,0.785959,0.8183552,0.86375237,0.8934083,0.8873215,0.8348567,0.81341195,0.92655796,0.91512376,0.8627251,0.8437446
actinic_keratosis_aug_206.mat,actinic_keratosis,0.4031148,0.44101,0.43962112,0.4142923,0.38791513,0.3736244,0.37576914,0.37411636,0.36021662,0.4035815,0.43852416,0.4853374,0.51130235,0.5526799,0.58222216,0.58750796,0.60074407,0.64269054,0.6700815,0.72760385,0.7651348,0.7979392,0.8237403,0.7533286,0.6939799,0.6917032,0.69753206,0.67831594,0.7268983,0.76430607,0.7814734
